title,proposer,postedDate,status,admin,closedDate,lifespan,comments,dynasty
"Apocalypse Now","Purplebeard","13 Oct  2005 14:15:21","Failed","Purplebeard","13 Oct 2005  15:30:21",1,5,30
"Revolt is a bit odd","Excalabur","13 Oct  2005 14:39:55","Enacted","Excalabur","14 Oct 2005  14:41:56",24,4,30
"Population increase decreased.","Excalabur","13 Oct  2005 15:17:54","Enacted","Excalabur","14 Oct 2005  14:47:55",23,6,30
"-insert reference to tangelos here-","Purplebeard","13 Oct  2005 20:11:28","Enacted","Excalabur","14 Oct 2005  14:53:29",18,6,30
"-Insert zeeky boogy doog here-","Purplebeard","14 Oct  2005 15:33:29","Vetoed","Excalabur","14 Oct 2005  16:19:30",0,2,30
"Hostile Takeover: Two at once?","Excalabur","15 Oct  2005 00:21:19","Failed","Excalabur","16 Oct 2005  17:59:26",41,4,30
"Alliance","Excalabur","15 Oct  2005 00:25:42","Enacted","Excalabur","16 Oct 2005  18:00:51",41,3,30
"-insert insertion here-","Purplebeard","15 Oct  2005 17:32:49","Enacted","Excalabur","16 Oct 2005  18:08:59",24,3,30
"We all live in a yellow submarineâ€¦","Purplebeard","15 Oct  2005 17:58:01","Enacted","Excalabur","17 Oct 2005  11:13:02",41,2,30
"Going Bankrupt","smith","16 Oct  2005 20:07:55","Failed","smith","18 Oct 2005  12:24:54",40,4,30
"Proposals are proposals, but only on tuesdays","Excalabur","17 Oct  2005 01:10:34","Enacted","smith","18 Oct 2005  12:28:35",35,4,30
"Green Power, or arbitrage","Excalabur","17 Oct  2005 01:14:51","Failed","smith","18 Oct 2005  12:31:52",35,4,30
"This Hegemonist is out-of-service","ChronosPhaenon","17 Oct  2005 14:42:35","Enacted","Excalabur","18 Oct 2005  12:36:36",21,6,30
"New objective: Kill Excalabur","Purplebeard","17 Oct  2005 15:31:21","Failed","Excalabur","19 Oct 2005  06:08:22",38,6,30
"Kill! Kill! Kill! Kill! Kill!","Rodney","17 Oct  2005 18:02:22","Failed","Excalabur","19 Oct 2005  06:09:23",36,2,30
"DIE! DIE! DIE! DIE! DIE!","Rodney","17 Oct  2005 18:26:05","Failed","Excalabur","19 Oct 2005  11:32:06",41,3,30
"Imminent End","Excalabur","19 Oct  2005 00:11:06","Failed","Excalabur","19 Oct 2005  11:33:07",11,9,30
"Imminent End, take 2.","Excalabur","19 Oct  2005 12:40:36","Enacted","Excalabur","19 Oct 2005  11:34:37",1,3,30
"Minor war fix","Purplebeard","19 Oct  2005 13:40:27","Enacted","Excalabur","20 Oct 2005  07:38:26",17,4,30
"Bringing back breeding","Purplebeard","19 Oct  2005 13:43:04","Enacted","Excalabur","20 Oct 2005  15:17:03",25,3,30
"You know you want to","gazebo_dude","19 Oct  2005 16:42:15","Failed","Excalabur","21 Oct 2005  08:44:15",40,9,30
"Letâ€™s be Realistic","smith","20 Oct  2005 14:03:07","Enacted","Angry Grasshopper","21 Oct 2005  09:29:09",19,11,30
"War effects","Excalabur","20 Oct  2005 22:38:53","Vetoed","Angry Grasshopper","22 Oct 2005  12:12:54",37,5,30
"Democratic Dynasty Change","lunaetic","22 Oct  2005 00:07:21","Vetoed","Angry Grasshopper","22 Oct 2005  12:11:22",12,12,31
"In the beginning","Angry Grasshopper","22 Oct  2005 17:46:52","Enacted","Angry Grasshopper","22 Oct 2005  14:23:54",3,6,31
"Uneasy lies the head","Angry Grasshopper","22 Oct  2005 22:06:44","Enacted","Rodney","23 Oct 2005  08:24:44",10,15,31
"Whaddafu?","gazebo_dude","23 Oct  2005 02:44:33","Vetoed","Excalabur","23 Oct 2005  06:39:35",3,4,31
"Of cities and gods","Angry Grasshopper","23 Oct  2005 17:01:37","Enacted","Angry Grasshopper","23 Oct 2005  15:56:38",1,9,31
"The Other","Excalabur","23 Oct  2005 23:35:54","Enacted","Excalabur","24 Oct 2005  03:54:54",4,8,31
"Divine Edict","Angry Grasshopper","24 Oct  2005 00:28:07","Failed","Excalabur","24 Oct 2005  04:12:08",3,9,31
"Epochs","Excalabur","24 Oct  2005 16:51:48","Failed","?","25 Oct 2005  08:55:49",16,10,31
"Sanctuaries","Purplebeard","24 Oct  2005 17:24:38","Vetoed","Excalabur","25 Oct 2005  11:58:37",18,10,31
"Eternal Truths","smith","24 Oct  2005 18:54:51","Enacted","Excalabur","25 Oct 2005  11:59:51",17,8,31
"Conversion","Angry Grasshopper","24 Oct  2005 21:11:29","Enacted","Excalabur","25 Oct 2005  12:06:30",14,6,31
"More Quint","ChronosPhaenon","25 Oct  2005 13:49:30","Enacted","Excalabur","25 Oct 2005  12:13:30",1,6,31
"Clearer Godhead","ChronosPhaenon","25 Oct  2005 13:52:24","Enacted","Angry Grasshopper","25 Oct 2005  18:05:25",4,5,31
"the nine billion names of god","smith","25 Oct  2005 14:21:09","Enacted","?","25 Oct 2005  18:29:09",4,6,31
"Clearer Temples","ChronosPhaenon","25 Oct  2005 19:41:42","Enacted","Angry Grasshopper","26 Oct 2005  17:32:44",21,5,31
"No Deity Left Behind","Kevan","25 Oct  2005 19:53:54","Failed","Angry Grasshopper","26 Oct 2005  17:34:56",21,11,31
"Worshippers","Kevan","25 Oct  2005 21:07:08","Enacted","Angry Grasshopper","26 Oct 2005  17:36:09",20,8,31
"Contest of the gods","Angry Grasshopper","26 Oct  2005 01:24:33","Failed","Excalabur","27 Oct 2005  22:08:34",44,14,31
"Hey, that was mineâ€¦","ChronosPhaenon","26 Oct  2005 15:08:15","Failed","Excalabur","27 Oct 2005  22:10:16",31,10,31
"Food for the Gods","smith","26 Oct  2005 17:35:14","Failed","?","28 Oct 2005  10:13:15",40,14,31
"Quintessance for everyone!","Rodney","26 Oct  2005 22:47:57","Enacted","?","28 Oct 2005  20:14:58",45,9,31
"First Timers","ChronosPhaenon","27 Oct  2005 09:17:01","Enacted","?","28 Oct 2005  20:15:02",34,8,31
"Strange Powers","Kevan","27 Oct  2005 10:48:34","Enacted","?","29 Oct 2005  05:38:36",42,20,31
"Unearthly Powers","Kevan","27 Oct  2005 17:57:19","Enacted","?","29 Oct 2005  13:16:20",43,6,31
"You must be here to seeâ€¦","ChronosPhaenon","28 Oct  2005 10:28:44","Enacted","?","29 Oct 2005  13:31:45",27,6,31
"Seriously, you guys.","TrumanCapote","28 Oct  2005 20:39:23","Enacted","?","29 Oct 2005  18:17:22",21,11,31
"More Powers","ChronosPhaenon","29 Oct  2005 03:53:55","Failed","?","31 Oct 2005  05:34:56",49,4,31
"Catena of the Ages","smith","29 Oct  2005 12:37:31","Enacted","?","31 Oct 2005  05:18:32",40,10,31
"Pilgrims are Foreigners","Gwydion","30 Oct  2005 01:08:07","Failed","?","31 Oct 2005  05:18:09",28,1,31
"We are overcrowding here","ChronosPhaenon","30 Oct  2005 22:17:54","Enacted","?","31 Oct 2005  18:43:54",20,7,31
"More Powers, again","ChronosPhaenon","31 Oct  2005 13:24:02","Enacted","?","02 Nov 2005  04:58:03",39,15,31
"City Power","smith","31 Oct  2005 14:19:23","Enacted","smith","02 Nov 2005  05:49:24",39,5,31
"Not that much Prosperity","smith","31 Oct  2005 14:48:23","Failed","?","02 Nov 2005  05:40:24",38,5,31
"A Fall Farewell","gazebo_dude","31 Oct  2005 23:57:45","Failed","?","02 Nov 2005  05:51:45",29,7,31
"Lots of components","ChronosPhaenon","01 Nov  2005 03:15:38","Enacted","?","02 Nov 2005  05:53:40",26,5,31
"Clarification Of Costs","Gwydion","01 Nov  2005 22:19:15","Failed","Excalabur","02 Nov 2005  19:50:14",21,5,31
"Some fixes","ChronosPhaenon","02 Nov  2005 14:12:29","Failed","Excalabur","02 Nov 2005  19:53:30",5,5,31
"The Golden Mule of Perfection","smith","02 Nov  2005 15:33:56","Enacted","smith","03 Nov 2005  12:52:57",21,9,31
"The Unstoppable Font of Creation","smith","02 Nov  2005 16:02:59","Failed","Excalabur","04 Nov 2005  07:19:59",39,22,31
"Proposal: Barhah","TrumanCapote","02 Nov  2005 23:40:12","Failed","?","04 Nov 2005  15:31:13",39,11,31
"Defer to the Other?","Excalabur","03 Nov  2005 05:15:06","Enacted","?","04 Nov 2005  15:32:05",34,8,31
"Here Is The Steeple","Kevan","03 Nov  2005 13:47:06","Failed","?","05 Nov 2005  06:16:07",40,6,31
"Old Gods, New Tricks","Kevan","03 Nov  2005 17:37:05","Enacted","?","05 Nov 2005  06:17:05",36,9,31
"Proposal:fix to worshipper calculation","Hix","03 Nov  2005 18:58:38","Enacted","Angry Grasshopper","05 Nov 2005  13:39:39",42,6,31
"Some fixes, again","ChronosPhaenon","04 Nov  2005 15:15:23","Enacted","?","05 Nov 2005  20:52:24",29,8,31
"More Fixes","ChronosPhaenon","04 Nov  2005 15:18:59","Enacted","?","05 Nov 2005  20:52:00",29,5,31
"Aura Tweak","Hix","04 Nov  2005 20:22:30","Enacted","?","07 Nov 2005  07:43:29",59,4,31
"Avatars","ChronosPhaenon","06 Nov  2005 05:18:47","Enacted","?","08 Nov 2005  05:41:48",48,5,31
"Divine Presence","ChronosPhaenon","06 Nov  2005 05:20:47","Enacted","?","08 Nov 2005  06:43:47",49,4,31
"Or Not To Be A Pilgrim","Kevan","06 Nov  2005 11:23:07","Enacted","smith","08 Nov 2005  10:15:08",46,6,31
"The Erratic Thunderer","smith","07 Nov  2005 16:16:46","Failed","smith","08 Nov 2005  10:41:46",18,5,31
"Thy cup floweth over","smith","07 Nov  2005 16:32:00","Enacted","smith","08 Nov 2005  13:09:01",20,5,31
"Curb Eclipse","ChronosPhaenon","08 Nov  2005 13:44:00","Failed","?","09 Nov 2005  02:53:01",13,5,31
"Words are the Key","ChronosPhaenon","08 Nov  2005 14:45:40","Enacted","smith","10 Nov 2005  12:10:40",45,4,31
"It needs to be saidâ€¦","Rodney","08 Nov  2005 18:15:30","Enacted","smith","10 Nov 2005  13:14:31",42,6,31
"Reinventing oneself","smith","08 Nov  2005 21:45:19","Enacted","smith","11 Nov 2005  07:46:19",58,5,31
"Power, power, power","ChronosPhaenon","09 Nov  2005 10:55:55","Enacted","smith","11 Nov 2005  08:11:55",45,6,31
"Orthodoxy","smith","11 Nov  2005 16:26:51","Enacted","smith","13 Nov 2005  09:09:52",40,4,31
"Ragnarok On","Kevan","14 Nov  2005 16:57:32","Failed","smith","16 Nov 2005  11:11:31",42,9,31
"Ages and Victory","smith","14 Nov  2005 22:28:19","Failed","smith","16 Nov 2005  15:26:20",40,7,31
"More Orthodoxy","smith","15 Nov  2005 16:43:14","Enacted","smith","17 Nov 2005  13:57:14",45,2,31
"Epic Stories Again","smith","16 Nov  2005 23:27:48","Enacted","smith","19 Nov 2005  14:05:49",62,6,31
"Preventing Malediction","The Lone Amigo","18 Nov  2005 01:38:26","Enacted","smith","20 Nov 2005  15:31:27",61,6,31
"666","ChronosPhaenon","18 Nov  2005 02:26:51","Enacted","smith","20 Nov 2005  15:40:52",61,5,31
"Useful Avatars","ChronosPhaenon","18 Nov  2005 02:50:23","Enacted","smith","20 Nov 2005  15:43:24",60,3,31
"The Invasion","Rodney","20 Nov  2005 17:30:04","Failed","smith","22 Nov 2005  14:28:05",44,8,31
"Legendary Temples","The Lone Amigo","22 Nov  2005 00:25:09","Failed","Rodney","24 Nov 2005  08:20:10",55,5,31
"New Ages","The Lone Amigo","22 Nov  2005 00:44:32","Enacted","Rodney","24 Nov 2005  08:21:33",55,6,31
"The End of Days","smith","22 Nov  2005 16:05:16","Failed","Rodney","24 Nov 2005  08:25:15",40,5,31
"Days of Ending","smith","22 Nov  2005 22:47:27","Enacted","Rodney","24 Nov 2005  08:26:26",33,5,31
"Subtle rule changes","Angry Grasshopper","23 Nov  2005 15:03:11","Failed","Angry Grasshopper","25 Nov 2005  15:14:12",48,4,31
"Stir","ChronosPhaenon","25 Nov  2005 16:27:36","Failed","Excalabur","28 Nov 2005  03:07:35",58,8,31
"Press the panic button.","Rodney","26 Nov  2005 22:19:08","Enacted","Rodney","28 Nov 2005  14:22:10",40,8,31
"Framework","Excalabur","04 Dec  2005 11:26:56","Enacted","Excalabur","04 Dec 2005  10:10:55",1,8,32
"Instincts, Impulses, and so on","Excalabur","04 Dec  2005 11:34:43","Enacted","Excalabur","04 Dec 2005  10:19:42",1,6,32
"Sandbox","Excalabur","04 Dec  2005 18:27:35","Enacted","?","04 Dec 2005  16:45:36",1,10,32
"Penguin","Cayvie","04 Dec  2005 18:58:37","Enacted","Excalabur","04 Dec 2005  16:50:38",2,10,32
"Chose your shoulder","Quazie","04 Dec  2005 19:29:12","Failed","Excalabur","04 Dec 2005  16:56:13",2,4,32
"choose your shoulder, now with fred","Quazie","04 Dec  2005 19:38:47","Failed","Excalabur","04 Dec 2005  16:57:48",2,20,32
"The devil is MY advocate!","Purplebeard","04 Dec  2005 20:18:26","Vetoed","Excalabur","04 Dec 2005  17:00:27",3,5,32
"Paging Dr. Freud","smith","04 Dec  2005 21:01:47","Enacted","Excalabur","04 Dec 2005  17:03:48",3,7,32
"A Beautiful Mind","Elias IX","04 Dec  2005 21:26:03","Vetoed","Excalabur","04 Dec 2005  17:36:04",3,9,32
"We should do this while we have the chance.","Rodney","04 Dec  2005 22:27:29","Enacted","Excalabur","04 Dec 2005  17:42:30",4,8,32
"The Fortress of Cheese","Rodney","04 Dec  2005 22:31:19","Enacted","Cayvie","04 Dec 2005  21:07:18",1,11,32
"shoulders, now, this works, i swear, maybe","Quazie","05 Dec  2005 01:03:05","Enacted","Excalabur","05 Dec 2005  08:57:04",7,10,32
"the devilâ€™s mind is my beautiful advocate","Quazie","05 Dec  2005 01:11:21","Failed","?","05 Dec 2005  09:29:21",8,14,32
"Neurotic","Hix","05 Dec  2005 01:33:20","Enacted","Cayvie","05 Dec 2005  09:52:20",8,9,32
"Snappy","Cayvie","05 Dec  2005 01:34:48","Enacted","?","05 Dec 2005  09:53:47",8,11,32
"Advice","Cayvie","05 Dec  2005 03:36:13","Enacted","?","05 Dec 2005  09:59:36",6,14,32
"Idle Hands","The Lone Amigo","05 Dec  2005 07:43:31","Failed","?","05 Dec 2005  12:06:32",4,18,32
"Sigmund would be proud","Purplebeard","05 Dec  2005 10:17:47","Enacted","Excalabur","05 Dec 2005  12:20:48",2,12,32
"Chicken Run","The Lone Amigo","05 Dec  2005 11:12:55","Enacted","Excalabur","05 Dec 2005  12:31:57",1,14,32
"Personality disorders","ChronosPhaenon","05 Dec  2005 12:32:42","Failed","Excalabur","05 Dec 2005  12:37:44",0,8,32
"Neatness","Excalabur","05 Dec  2005 17:16:52","Failed","Excalabur","05 Dec 2005  14:47:54",2,14,32
"An Explicit Definition:","Elias IX","05 Dec  2005 21:55:24","Enacted","Rodney","06 Dec 2005  08:49:23",10,2,32
"Cleaning Up","The Lone Amigo","05 Dec  2005 22:14:10","Enacted","?","06 Dec 2005  10:39:11",12,7,32
"Protecting the Chook","The Lone Amigo","06 Dec  2005 00:37:59","Enacted","?","06 Dec 2005  10:37:00",9,6,32
"PDs","ChronosPhaenon","06 Dec  2005 16:05:11","Failed","Excalabur","07 Dec 2005  12:39:12",20,18,32
"Conundrum","Cayvie","06 Dec  2005 18:12:09","Enacted","Cayvie","07 Dec 2005  14:34:10",20,23,32
"Might as well take the bait","Purplebeard","06 Dec  2005 18:36:59","Enacted","?","07 Dec 2005  14:36:59",20,11,32
"I like being silly","Purplebeard","06 Dec  2005 18:39:46","Enacted","Cayvie","08 Dec 2005  10:41:47",40,15,32
"antidisestablishmentarianism","Cayvie","06 Dec  2005 19:10:13","Enacted","Excalabur","08 Dec 2005  10:49:13",39,14,32
"Loophole","Elias IX","06 Dec  2005 22:28:53","Failed","?","08 Dec 2005  10:49:53",36,8,32
"Defend the Fortress!","Rodney","07 Dec  2005 00:01:41","Enacted","Excalabur","09 Dec 2005  15:18:42",63,14,32
"Loophole","Angry Grasshopper","07 Dec  2005 00:42:31","Failed","?","08 Dec 2005  23:09:32",46,15,32
"The Beast","Angry Grasshopper","07 Dec  2005 00:54:20","Failed","Excalabur","08 Dec 2005  23:12:21",46,10,32
"Damage Control","Seventy-Fifth Trombone","07 Dec  2005 01:01:33","Failed","Excalabur","08 Dec 2005  23:13:33",46,11,32
"Loose Associations","Elias IX","07 Dec  2005 01:20:41","Enacted","Excalabur","08 Dec 2005  23:18:41",45,12,32
"Counting Sheep","The Lone Amigo","07 Dec  2005 02:44:03","Vetoed","Excalabur","08 Dec 2005  23:26:03",44,13,32
"Damage Control Control","Seventy-Fifth Trombone","07 Dec  2005 02:57:23","Failed","?","12 Dec 2005  23:17:24",140,17,32
"Prime Time","Salamander","08 Dec  2005 06:21:13","Vetoed","Excalabur","08 Dec 2005  23:35:14",17,7,32
"Paper covers rock","Purplebeard","08 Dec  2005 17:50:07","Enacted","Cayvie","09 Dec 2005  13:50:08",20,11,32
"having to change proposals is getting annoying","Purplebeard","08 Dec  2005 18:48:07","Failed","Elias IX","10 Dec 2005  10:49:06",40,14,32
"Philâ€¦","Cayvie","08 Dec  2005 18:51:59","Enacted","Elias IX","10 Dec 2005  11:29:00",40,10,32
"Or Astrophil?","Cayvie","08 Dec  2005 18:57:05","Failed","?","10 Dec 2005  12:30:06",41,11,32
"Virus","Rodney","08 Dec  2005 22:04:47","Enacted","Elias IX","10 Dec 2005  16:36:48",42,7,32
"The Final Attempt.","Elias IX","09 Dec  2005 00:58:06","Enacted","?","11 Dec 2005  07:41:07",54,8,32
"If this is too hard to implement can we at least do something about the spam problem?","Salamander","09 Dec  2005 01:56:55","Vetoed","Excalabur","10 Dec 2005  23:28:55",45,6,32
"Is bribery legal?","Elias IX","09 Dec  2005 23:26:37","Failed","Excalabur","10 Dec 2005  23:32:38",24,7,32
"Flood","Cayvie","10 Dec  2005 22:01:58","Failed","?","12 Dec 2005  23:06:57",49,15,32
"Just in case it happens","Purplebeard","10 Dec  2005 23:28:25","Enacted","?","12 Dec 2005  23:45:25",48,10,32
"For Heâ€™s A Silly Fellow. Or Is He?","The Lone Amigo","11 Dec  2005 07:01:15","Failed","?","12 Dec 2005  23:41:15",40,7,32
"Lottery, albeit a cleansing one.","Elias IX","11 Dec  2005 15:51:22","Vetoed","?","13 Dec 2005  20:16:21",52,11,32
"paradox points","Quazie","12 Dec  2005 17:43:54","Vetoed","?","13 Dec 2005  20:16:55",26,7,32
"Taking one for the team","smith","12 Dec  2005 18:15:55","Vetoed","smith","12 Dec 2005  11:20:55",6,2,32
"Shock Treatment","smith","12 Dec  2005 19:04:38","Vetoed","?","13 Dec 2005  20:18:39",25,7,32
"Out of the blue","Purplebeard","12 Dec  2005 19:13:06","Vetoed","?","13 Dec 2005  20:18:06",25,6,32
"Fire!","smith","12 Dec  2005 19:22:10","Vetoed","?","13 Dec 2005  20:19:09",24,7,32
"A Decoy To Be Killed, Thank You Very Much.","Elias IX","13 Dec  2005 01:06:29","Vetoed","?","13 Dec 2005  20:19:30",19,4,33
"take two","Quazie","13 Dec  2005 01:51:51","Vetoed","?","13 Dec 2005  20:19:51",18,3,33
"A random Proposal","Seventy-Fifth Trombone","13 Dec  2005 07:57:07","Vetoed","?","13 Dec 2005  20:20:08",12,0,33
"Storytime","Seventy-Fifth Trombone","14 Dec  2005 04:08:50","Vetoed","?","14 Dec 2005  00:41:51",3,15,33
"Antagonist","Seventy-Fifth Trombone","14 Dec  2005 04:31:41","Enacted","Angry Grasshopper","14 Dec 2005  07:09:42",2,13,33
"Backspace","The Lone Amigo","14 Dec  2005 04:52:30","Failed","Angry Grasshopper","14 Dec 2005  06:53:31",2,7,33
"Location","Salamander","14 Dec  2005 05:08:06","Failed","Angry Grasshopper","14 Dec 2005  06:57:05",1,13,33
"Storage","The Lone Amigo","14 Dec  2005 05:16:13","Vetoed","?","14 Dec 2005  02:37:13",2,4,33
"What wouldst thou deau?","Moonwryn","14 Dec  2005 08:33:51","Enacted","Elias IX","14 Dec 2005  12:11:52",3,13,33
"Erratatime","Seventy-Fifth Trombone","14 Dec  2005 10:04:26","Enacted","?","14 Dec 2005  21:44:25",11,21,33
"Location, Location","The Lone Amigo","14 Dec  2005 10:44:24","Failed","?","14 Dec 2005  21:58:24",11,13,33
"Dreaming of the Lottery, Final.","Elias IX","14 Dec  2005 12:48:05","Failed","?","14 Dec 2005  21:59:05",9,11,33
"We need a change, damnit.","Elias IX","14 Dec  2005 13:08:36","Vetoed","?","14 Dec 2005  14:01:35",0,9,33
"Location, Location, Location","Salamander","14 Dec  2005 13:36:36","Enacted","?","15 Dec 2005  11:38:37",22,21,33
"Deep Pockets","Saurik","14 Dec  2005 16:18:07","Vetoed","Saurik","14 Dec 2005  22:31:53",6,20,33
"Disco Inferno","Salamander","14 Dec  2005 17:02:39","Failed","?","15 Dec 2005  18:58:40",25,21,33
"Grue_slaying","notafraud","14 Dec  2005 20:44:20","Failed","?","16 Dec 2005  03:16:21",30,19,33
"alien and sedition act","Moonwryn","14 Dec  2005 20:48:04","Failed","?","16 Dec 2005  03:20:03",30,16,33
"Proposal: Proposal: Proposal","Cayvie","14 Dec  2005 21:26:34","Enacted","?","16 Dec 2005  03:22:33",29,14,33
"Clarity of governing procedures act of 2005","danopato","14 Dec  2005 21:49:57","Enacted","?","16 Dec 2005  03:27:56",29,11,33
"Law revamping","Quazie","14 Dec  2005 21:54:19","Enacted","?","16 Dec 2005  03:34:20",29,13,33
"CFJ revamping","Quazie","14 Dec  2005 22:13:28","Failed","?","16 Dec 2005  03:37:29",29,8,33
"Ha! Ha!","Cayvie","14 Dec  2005 23:27:48","Failed","?","16 Dec 2005  03:37:49",28,15,33
"Death shouldnâ€™t be drawn out.","Elias IX","15 Dec  2005 00:33:42","Failed","?","16 Dec 2005  03:43:43",27,19,33
"Grue Tag (draft II)","notafraud","15 Dec  2005 02:12:38","Failed","?","16 Dec 2005  03:51:37",25,19,33
"Blinking Cursors and Other Delights","AgentHH","15 Dec  2005 07:03:09","Failed","?","16 Dec 2005  05:52:09",22,8,33
"the nameâ€™s the thing, wherein iâ€™ll catch theâ€¦","Moonwryn","15 Dec  2005 09:44:53","Failed","?","16 Dec 2005  12:01:54",26,15,33
"Logical Antecedent","Saurik","15 Dec  2005 10:01:49","Failed","?","16 Dec 2005  12:04:50",26,27,33
"Ministry of Health","Elias IX","15 Dec  2005 12:38:44","Enacted","Angry Grasshopper","16 Dec 2005  13:25:45",24,16,33
"Admin-o-Saurik","ChronosPhaenon","15 Dec  2005 14:00:00","Failed","Angry Grasshopper","16 Dec 2005  13:35:01",23,5,33
"Gamefield","ChronosPhaenon","15 Dec  2005 14:39:09","Enacted","Angry Grasshopper","16 Dec 2005  13:37:10",22,13,33
" In My Hot Little Hands","The Lone Amigo","16 Dec  2005 01:07:25","Enacted","Angry Grasshopper","16 Dec 2005  13:55:40",12,19,33
"Thematic Icons","AgentHH","16 Dec  2005 03:23:45","Enacted","Angry Grasshopper","16 Dec 2005  13:57:45",10,21,33
